,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,batSong,userID,lang,timeEnd,timeBegin,sequenceTrials,nodeIndex,tIndex,studyID,uniqueID,offset,nChanges,initialOffset,performance,infoUser,study_result,comp_result,view_history,success,timeout,failed_images,failed_audio,failed_video,rtAudio,baseLatencyBegin,baseLatencyEnd,outputLatencyBegin,outputLatencyEnd,question_order,userIDAlicia
3,6032.0,,{'Q0': 1},survey-likert,3.0,49762.0,0.0-0.0-3.0,,142,eng,1755868181515.0,1755868131620.0,"bat,tapping",2,1,m12,null,,,,,,37099,data.txt,,,,,,,,,,,,[0],
0,1728.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,1732.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,141,fi,1751655004156.0,1751654935176.0,"bat,tapping",2,3,m12,null,,,,,,34278,data.txt,,,,,,,,,,,,,
1,63185.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,64920.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,141,fi,1751655004156.0,1751654935176.0,"bat,tapping",2,3,m12,null,0.0,13.0,2.0,,,34278,data.txt,,,,,,,,,,,,,
2,2005.0,,{'Q0': 2},survey-likert,2.0,66930.0,0.0-0.0-2.0,,141,fi,1751655004156.0,1751654935176.0,"bat,tapping",2,3,m12,null,,,,,,34278,data.txt,,,,,,,,,,,,[0],
3,1728.0,,{'Q0': 2},survey-likert,3.0,68666.0,0.0-0.0-3.0,,141,fi,1751655004156.0,1751654935176.0,"bat,tapping",2,3,m12,null,,,,,,34278,data.txt,,,,,,,,,,,,[0],
0,11751,"<iframe src=""../src/utils/Privacy_Notice_MMBB_fi.pdf"" width=""100%"" height=""600px"" loading=""lazy"" title=""PDF-file"" ></iframe>",0.0,html-button-response,0.0,11757.0,0.0-0.0-0.0,,m12_100,fi,1743582960092.0,1743582907332.0,"tapping,bat",1,0,m12,null,,,,,,24683,data.txt,,,,,,,,,,,,,
1,9982,"<iframe src=""../src/utils/informed_consent_fi.pdf"" width=""100%"" height=""600px"" loading=""lazy"" title=""PDF-file"" ></iframe>",0.0,html-button-response,1.0,21743.0,0.0-0.0-1.0,,m12_100,fi,1743582960092.0,1743582907332.0,"tapping,bat",1,0,m12,null,,,,,,24683,data.txt,,,,,,,,,,,,,
2,,,,preload,2.0,22657.0,0.0-0.0-2.0,,m12_100,fi,1743582960092.0,1743582907332.0,"tapping,bat",1,0,m12,null,,,,,,24683,data.txt,,True,False,[],[],[],,,,,,,
3,11925,,,instructions,3.0,34583.0,0.0-0.0-3.0,,m12_100,fi,1743582960092.0,1743582907332.0,"tapping,bat",1,0,m12,null,,,,,,24683,data.txt,"[{'page_index': 0, 'viewing_time': 1209}, {'page_index': 1, 'viewing_time': 3449}, {'page_index': 2, 'viewing_time': 5567}, {'page_index': 3, 'viewing_time': 1700}]",,,,,,,,,,,,
4,9482,,,instructions,4.0,44067.0,0.0-0.0-4.0-0.0,,m12_100,fi,1743582960092.0,1743582907332.0,"tapping,bat",1,0,m12,null,,,,,,24683,data.txt,"[{'page_index': 0, 'viewing_time': 1582}, {'page_index': 1, 'viewing_time': 1450}, {'page_index': 2, 'viewing_time': 1700}, {'page_index': 3, 'viewing_time': 1317}, {'page_index': 4, 'viewing_time': 1966}, {'page_index': 5, 'viewing_time': 1467}]",,,,,,,,,,,,
5,[4565.333333333331],./songs/movementTapAudio/elPesebre.mp3,0.0,audio-button-response,5.0,48639.0,0.0-0.0-6.0-0.0,,m12_100,fi,1743582960092.0,1743582907332.0,"tapping,bat",1,0,m12,null,,,,,,24683,data.txt,,,,,,,[4565],0.0026666666666666666,0.0026666666666666666,0.0115,0.0115,,
6,3160,Auttaako joku sinua tämän tehtävän suorittamisessa?,0.0,html-button-response,6.0,52601.0,0.0-0.0-8.0,,m12_100,fi,1743582960092.0,1743582907332.0,"tapping,bat",1,0,m12,null,,,,,,24683,data.txt,,,,,,,,,,,,,
0,3032,,,instructions,0.0,3033.0,0.0-0.0-0.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,"[{'page_index': 0, 'viewing_time': 3032}]",,,,,,,,,,,,
1,,,,preload,1.0,4301.0,0.0-0.0-1.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,True,False,[],[],[],,,,,,,
2,8326,,,instructions,2.0,12628.0,0.0-0.0-2.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,"[{'page_index': 0, 'viewing_time': 1442}, {'page_index': 1, 'viewing_time': 5603}, {'page_index': 2, 'viewing_time': 1281}]",,,,,,,,,,,,
3,"[1269.333333333334, 1434.6666666666667, 1618.666666666666, 1768.0000000000007, 1936, 2085.333333333333, 2266.6666666666674, 2434.666666666667, 2599.9999999999995, 2768.000000000001, 2936, 3101.333333333333, 3266.6666666666674, 3434.666666666667, 3618.666666666666, 3784.000000000001, 3952, 4135.999999999999, 4301.333333333334, 4485.333333333333, 4653.333333333334, 4805.333333333333, 4986.666666666666, 5167.999999999999, 5352, 5517.333333333333, 5685.333333333334, 5850.666666666667, 6037.333333333333, 6202.666666666668, 6370.666666666665, 6517.333333333333, 6685.333333333332, 6850.666666666665, 7050.666666666668, 7218.666666666668, 7402.666666666665, 7584, 7751.999999999999, 7917.333333333332, 8117.333333333335, 8434.666666666664, 8786.666666666666, 9285.333333333334, 10536.000000000002, 11320, 11517.333333333334, 11704, 11850.666666666666, 12018.666666666668, 12335.999999999998, 12517.333333333334, 12685.333333333332, 13018.666666666668, 13301.333333333332, 13552, 13754.666666666666, 13936, 14168, 14418.666666666666, 14938.666666666666, 15104, 15285.333333333334, 15653.333333333332, 15834.666666666668, 15986.666666666668, 16352, 16520, 16685.333333333332, 17018.666666666668, 17368, 17736, 18053.333333333336, 18352, 18685.333333333332, 19002.666666666668, 19186.666666666668, 19354.666666666668, 19685.333333333332, 20002.666666666668, 20304, 20520, 20669.333333333336, 20853.333333333332, 21018.666666666668, 21336, 21685.333333333332, 22037.333333333332, 22234.666666666664, 22368.000000000004, 22720, 23034.666666666668, 23368.000000000004, 23752.000000000004, 23885.333333333336, 24069.333333333332, 24370.666666666664, 24986.666666666664, 25904.000000000004, 26269.333333333336, 28104, 28368.000000000004]",./songs/movementTapAudio/silence.wav,0,audio-button-response,3.0,42762.0,0.0-0.0-3.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,,,,,,"[1268.9999999999982, 1433.9999999999982, 1616.9999999999982, 1766.9999999999982, 1933.9999999999982, 2082.999999999998, 2266, 2432.999999999998, 2599.999999999998, 2766.999999999998, 2933.999999999998, 3099.999999999998, 3265.999999999998, 3433.999999999998, 3616.999999999998, 3782.999999999998, 3950.999999999998, 4133.999999999998, 4299.999999999998, 4483.999999999998, 4650.999999999998, 4803.999999999998, 4984.999999999998, 5166.999999999998, 5351.999999999998, 5516.999999999998, 5684.999999999998, 5849.999999999998, 6035.999999999998, 6200.999999999998, 6367.999999999998, 6516.999999999998, 6684.999999999998, 6849.999999999998, 7049.999999999998, 7216.999999999998, 7399.999999999998, 7582.999999999998, 7749.999999999998, 7916.999999999998, 8116.999999999998, 8433.999999999998, 8784.999999999998, 9283.999999999998, 10533.999999999998, 11317.999999999998, 11516.999999999998, 11701.999999999998, 11849.999999999998, 12017.999999999998, 12333.999999999998, 12517.000000000002, 12683.999999999998, 13017.000000000002, 13299.999999999998, 13550.999999999998, 13752.999999999998, 13933.999999999998, 14168.000000000002, 14416.999999999998, 14937.999999999998, 15102.999999999998, 15284.999999999998, 15651.999999999998, 15833.999999999998, 15985.999999999998, 16351.000000000002, 16518, 16685, 17017, 17367, 17735, 18051, 18351, 18685, 19002, 19184.999999999993, 19352, 19685, 20002, 20302, 20519, 20668, 20851, 21018, 21335.000000000007, 21685, 22036.000000000007, 22234, 22368, 22719.000000000007, 23034, 23367, 23751, 23885, 24069, 24369, 24986, 25902.000000000007, 26269, 28102, 28368]",0.0026666666666666666,0.0026666666666666666,0.0115,0.0115,,
4,,,,html-button-response,4.0,45767.0,0.0-0.0-4.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,,,,,,,,,,,,
5,8614,,{'Q0': 0},survey-likert,5.0,54385.0,0.0-0.0-5.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,,,,,,,,,,,[0],
6,82648,,,instructions,6.0,137034.0,0.0-0.0-6.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,"[{'page_index': 0, 'viewing_time': 1909}, {'page_index': 1, 'viewing_time': 1916}, {'page_index': 2, 'viewing_time': 78822}]",,,,,,,,,,,,
7,"[1181.3333333333276, 1629.333333333335, 2080.0000000000127, 2797.333333333341, 3280.000000000001, 3647.9999999999964, 3962.666666666678, 4229.333333333329, 4629.333333333335, 5098.666666666673, 5429.333333333347, 5912.000000000006, 6429.333333333347, 7029.333333333341, 7613.333333333344, 8213.333333333338, 8730.666666666679, 9197.333333333347, 9629.333333333336, 10146.666666666675, 10695.999999999998, 11080.000000000013, 11562.666666666672, 11997.33333333333, 12512, 13096.000000000004, 13546.66666666668, 13848.000000000013, 14264.000000000011, 14664.000000000016, 15080.000000000013, 15480.000000000018, 15816.000000000002, 16213.333333333338, 16565.333333333343, 16879.999999999996, 17197.333333333347, 17496.00000000001, 17781.33333333335, 18114.666666666664, 18362.666666666682, 18613.333333333343, 18829.33333333335, 19063.999999999993, 19429.333333333347, 19664.000000000015, 19965.333333333347, 20197.333333333347, 20415.999999999996, 20647.999999999996, 20879.999999999996, 21114.666666666664, 21346.666666666664, 21597.333333333354, 21781.33333333335, 21962.66666666668, 22165.333333333336, 22381.333333333343, 22581.333333333332, 22781.33333333335, 22965.333333333347, 23146.666666666675, 23365.333333333354, 23565.333333333343, 23781.33333333335, 23997.33333333333, 24381.333333333343, 24613.333333333343, 24898.666666666686, 25114.666666666664, 25330.66666666667, 25546.666666666682, 25746.66666666667, 25949.33333333333, 26146.666666666675, 26349.333333333336, 26530.66666666666, 26781.33333333335, 27013.33333333335, 27216.000000000007, 27432.000000000015, 27664.000000000015, 27879.999999999996, 28080.00000000001, 28298.66666666666, 28514.66666666667, 28714.66666666666, 28930.666666666668, 29130.666666666686, 29381.333333333343, 29632.000000000004, 29848.000000000015, 30048, 30266.66666666668, 30464, 30666.666666666686, 30898.666666666686, 31114.666666666664, 31314.666666666682, 31514.66666666667, 31730.66666666668, 31930.666666666668, 32165.333333333336, 32381.333333333343, 32597.333333333354, 32813.333333333336, 33013.33333333335, 33232, 33448.00000000001, 33680.00000000001, 33930.666666666664, 34149.33333333334, 34365.33333333335, 34599.99999999999, 34831.99999999999, 35050.66666666667, 35264.00000000001, 35498.66666666668, 35730.66666666668, 35949.33333333333, 36298.666666666664, 36514.66666666667, 36714.66666666666, 36930.666666666664, 37165.333333333336, 37384.000000000015, 37647.99999999999, 37866.66666666667, 38114.666666666664, 38330.66666666667, 38565.33333333334, 39130.666666666686, 39800.000000000015, 40050.66666666667, 40266.66666666668, 40466.66666666667, 40781.33333333335, 41349.333333333336, 41597.33333333335, 42333.33333333334, 42549.33333333335, 42816, 43048, 43282.66666666667, 43831.99999999999, 44032.00000000001, 44349.333333333336, 44965.33333333335, 45200.000000000015, 45416, 45647.99999999999, 45848.000000000015, 46098.66666666667, 46314.66666666668, 46549.33333333335, 46749.33333333334, 46984.00000000001, 47216.00000000001, 47517.33333333334, 47781.33333333335, 48032.00000000001, 48285.33333333334, 48549.33333333335, 48864.00000000001, 49117.333333333336, 49498.66666666668, 49816, 50063.99999999999, 50336.000000000015, 50549.33333333335, 50898.666666666686, 51450.66666666668, 51682.66666666668, 51917.33333333334, 52133.33333333333, 52400.00000000001, 52783.99999999999, 53000, 53482.66666666666, 53781.33333333335, 54050.66666666667, 54282.66666666667, 54501.33333333335, 54749.33333333334, 55000, 55234.66666666667, 55466.66666666667, 55701.333333333336, 55917.33333333334, 56149.33333333334, 56384.000000000015, 56632.00000000001, 56949.33333333333, 57266.66666666668, 57549.33333333335, 57800.000000000015, 58098.66666666667, 58367.99999999999, 61984.00000000001, 62301.33333333333, 62533.33333333333, 62752.00000000001]",./songs/movementTapAudio/modifiedAudio/name__11 - metronome_const_tempo__stretchfactor__1__0_75188__1_25.mp3,0,audio-button-response,7.0,200036.0,0.0-0.0-7.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,,,,,,"[1182, 1630, 2079.000000000029, 2797, 3279, 3647, 3962, 4229, 4630, 5098, 5430.000000000029, 5913, 6430.000000000029, 7030, 7613, 8213, 8731, 9196, 9630, 10147, 10697, 11080, 11563, 11997, 12513, 13097.00000000003, 13546, 13848, 14263, 14664, 15081, 15481, 15815, 16214, 16564, 16880, 17197, 17497, 17781, 18115, 18363, 18613, 18830, 19064, 19430.00000000003, 19664, 19965, 20197, 20415, 20648, 20880, 21114, 21347.00000000003, 21597.00000000003, 21780, 21964, 22164, 22381, 22580, 22781, 22964, 23147, 23365, 23564, 23780, 23997, 24382, 24614, 24898, 25115, 25331, 25547, 25747, 25949, 26147, 26348, 26531, 26781, 27014, 27215, 27431, 27664, 27881, 28080, 28298, 28515, 28714, 28931, 29131, 29381, 29631, 29847.00000000003, 30048, 30266, 30464, 30665, 30898, 31114, 31314, 31515, 31731, 31931, 32166, 32382, 32598, 32814, 33014, 33231, 33448.00000000003, 33681, 33932, 34148, 34365.00000000003, 34599, 34831, 35049.00000000003, 35265, 35499, 35731, 35949, 36299.00000000003, 36514, 36716.00000000003, 36931, 37165, 37383, 37648, 37866, 38115.00000000003, 38332, 38565, 39131, 39799.00000000003, 40049.00000000003, 40268, 40465, 40781, 41348, 41598, 42332, 42548, 42815, 43048, 43282, 43832, 44032, 44348, 44965, 45198.00000000003, 45416, 45649, 45848, 46099, 46315, 46548, 46749, 46983, 47215, 47517, 47782, 48032, 48284, 48548, 48865.00000000003, 49117, 49499, 49816, 50064, 50335.00000000003, 50549.00000000003, 50899, 51450, 51683, 51916, 52132, 52399, 52783, 53000, 53482, 53782, 54050, 54282, 54500, 54749, 54999, 55234.00000000003, 55466.00000000003, 55700, 55916, 56149, 56383, 56633, 56949, 57266, 57549.00000000003, 57800, 58099, 58367, 61984.00000000003, 62301, 62533, 62750]",0.0026666666666666666,0.0026666666666666666,0.0115,0.0115,,
8,,,,html-button-response,8.0,203043.0,0.0-0.0-8.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,,,,,,,,,,,,
9,6063,,{'Q0': 2},survey-likert,9.0,209109.0,0.0-0.0-9.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,,,,,,,,,,,[0],
10,6824,,,instructions,10.0,215937.0,0.0-0.0-10.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,"[{'page_index': 0, 'viewing_time': 5573}, {'page_index': 1, 'viewing_time': 1251}]",,,,,,,,,,,,
11,"[2133.333333333354, 2248.000000000019, 2362.6666666666833, 2480.000000000018, 2581.333333333333, 2949.3333333333567, 3064.0000000000214, 3216.000000000008, 3346.6666666666642, 3480.000000000018, 3997.3333333333303, 4133.333333333354, 4280.000000000001, 4397.333333333336, 4765.33333333333, 4879.999999999995, 5048.000000000002, 5162.666666666666, 5298.666666666662, 5714.666666666688, 5962.666666666678, 9514.66666666667, 9816.000000000002, 10216.000000000007, 10698.666666666668, 11165.333333333336, 11613.333333333343, 12064.000000000022, 12565.333333333343, 13016.00000000002, 13463.999999999998, 13882.666666666666, 14330.666666666673, 14813.333333333332, 15282.666666666672, 17000, 17130.666666666686, 17264.00000000001, 17381.333333333343, 17514.66666666667, 17632.000000000004, 17746.66666666667, 17864.000000000004, 17997.33333333333, 18130.666666666686, 18264.00000000001, 18397.333333333336, 18533.333333333332, 18664.000000000015, 18800.00000000001, 18949.333333333358, 19082.666666666682, 19216.000000000007, 19365.333333333354, 19498.66666666668, 19632.000000000004, 24800.00000000001, 25032.00000000001, 25632.000000000004, 26248.00000000002, 26848.000000000015, 27149.333333333347, 27432.000000000015, 27997.33333333333, 28330.66666666667, 29149.333333333347, 29384.000000000015, 29616.000000000015, 29816.000000000004, 30016.00000000002, 30200.00000000002, 30400.000000000007, 30584.000000000004, 30832.000000000022, 31050.66666666667, 31248.00000000002, 31450.66666666668, 31666.666666666686, 31882.666666666664, 32117.333333333336, 32616.000000000015, 32765.333333333332, 32933.333333333336, 33082.666666666686, 33234.66666666667, 33400.00000000001, 33549.33333333335, 33714.666666666686, 33882.666666666664, 34032.00000000001, 34200.000000000015, 34368.00000000002, 34533.33333333333, 34698.66666666667, 34866.66666666667, 35048, 35298.666666666664, 35501.33333333335, 35682.66666666668, 35850.666666666686, 36082.666666666686, 36248.00000000002, 36400.00000000001, 36584, 36749.33333333334, 36933.333333333336, 37114.666666666664, 37282.66666666667, 37450.66666666668, 37618.666666666686, 37800.000000000015, 37981.333333333336, 38149.33333333334, 38314.66666666668, 38466.66666666667, 38682.66666666668, 38898.666666666686, 39234.66666666667, 39533.33333333333, 39800.000000000015, 40016.00000000002, 40250.666666666686, 40466.66666666667, 40666.666666666686, 40850.666666666686, 41450.66666666668, 41717.33333333333, 41917.33333333334, 42117.333333333336, 42333.33333333334, 42533.33333333333, 42717.33333333333, 42898.666666666686, 43082.666666666686, 43266.66666666668, 43450.66666666665, 43634.66666666667, 44133.33333333336, 44434.666666666686, 45266.66666666668, 45549.33333333335, 45866.6666666667, 46184, 46599.99999999999, 47317.33333333332, 47549.33333333335, 48082.66666666666, 48282.6666666667, 48498.66666666665, 49650.66666666669, 49885.333333333365, 50101.333333333314, 50301.33333333336, 50501.33333333335, 50682.66666666668, 51434.666666666686, 51666.66666666666]",./songs/movementTapAudio/modifiedAudio/name__7 - El Pesebre - Afrosound__stretchfactor__0_72932__0_97__1_2125.mp3,0,audio-button-response,11.0,278940.0,0.0-0.0-11.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,,,,,,"[2131, 2246, 2362, 2479, 2579.000000000029, 2947, 3062, 3214, 3346, 3479, 3996, 4131, 4280, 4396, 4763.000000000029, 4879, 5046, 5162.000000000029, 5297, 5714, 5962, 9513.00000000003, 9814, 10213, 10698.00000000003, 11164, 11613, 12064, 12564, 13013.00000000003, 13463, 13880, 14330, 14812, 15281.00000000003, 16997, 17130, 17263.00000000003, 17380, 17513.00000000003, 17631, 17746, 17863, 17996, 18130, 18263.00000000003, 18396, 18531.00000000003, 18663, 18797, 18949, 19080, 19213, 19363, 19497, 19631, 24798, 25031.00000000003, 25630, 26247, 26847.00000000003, 27147, 27430.00000000003, 27997, 28330, 29147, 29382.00000000003, 29615.00000000003, 29814, 30014, 30197, 30398, 30582, 30831, 31048, 31247, 31448.00000000003, 31665, 31881, 32115.00000000003, 32614, 32764, 32932, 33080, 33232, 33398, 33547, 33714, 33881, 34031.00000000003, 34197, 34365.00000000003, 34531.00000000003, 34698.00000000003, 34864, 35047, 35298, 35499, 35681, 35848, 36081, 36247, 36398, 36581, 36747, 36931, 37114, 37281.00000000003, 37448.00000000003, 37616, 37798, 37981, 38148, 38314, 38465, 38681, 38897, 39232, 39531.00000000003, 39797.99999999997, 40015.00000000003, 40248.00000000003, 40465, 40664.00000000003, 40848, 41448.00000000003, 41716, 41915, 42115, 42331, 42531, 42715, 42898, 43081, 43265.00000000003, 43448.00000000003, 43632, 44131, 44432, 45265.00000000003, 45547.99999999997, 45865, 46181, 46598, 47315, 47548, 48082.00000000006, 48282, 48498, 49648, 49882, 50098, 50298, 50500, 50681, 51434, 51666]",0.0026666666666666666,0.0026666666666666666,0.0115,0.0115,,
12,3284,,{'Q0': ''},survey-likert,12.0,282228.0,0.0-0.0-12.0,,m12_100,fi,1743583242875.0,1743582960561.0,"tapping,bat",2,0,m12,null,,,,,,24684,data.txt,,,,,,,,,,,,[0],
0,2154.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,2157.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,108,fi,1752612311307.0,1752612260139.0,"tapping,bat",3,5,m12,null,,,,,,35553,data.txt,,,,,,,,,,,,,
1,41799.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,43958.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,108,fi,1752612311307.0,1752612260139.0,"tapping,bat",3,5,m12,null,0.0,18.0,3.0,,,35553,data.txt,,,,,,,,,,,,,
2,5341.0,,{'Q0': 2},survey-likert,2.0,49305.0,0.0-0.0-2.0,,108,fi,1752612311307.0,1752612260139.0,"tapping,bat",3,5,m12,null,,,,,,35553,data.txt,,,,,,,,,,,,[0],
