,id,uuid,studyCode,startDateJATOS,endDateJATOS,duration,lastSeenDate,studyState,urlQueryParameters,workerId,workerType,batchId,batchUuid,batchTitle,groupId,componentResults,message,lang,user,trialIndex,nodeIndex,alicia,userID,studyID,uniqueID
5142,24174,fbbb5651-617c-495d-ba2b-dd05793c7647,PKudyqAmMau,1742816091079,,,1742816091388.0,DATA_RETRIEVED,"{'studyID': 'm12', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23561,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27544, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1742816091114, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24174/comp-result_27544', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}]",,fi,m12_100,,,,,m12,null
5143,24177,9627fdad-0969-4fb8-99fe-4bc2164999a3,PKudyqAmMau,1742816229212,,,1742816229515.0,DATA_RETRIEVED,"{'studyID': 'm12', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23564,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27547, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1742816229251, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24177/comp-result_27547', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}]",,fi,m12_100,,,,,m12,null
5144,24183,ddb92ab9-bc66-4e19-844e-2974763eac7c,PKudyqAmMau,1742816858584,,,1742816862346.0,DATA_RETRIEVED,"{'studyID': 'm12', 'lang': 'fi', 'user': 'm12_test', 'uniqueID': 'null'}",23570,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27553, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1742816858631, 'endDate': 1742816861893, 'duration': '00:00:03', 'componentState': 'RELOADED', 'path': '/study_result_24183/comp-result_27553', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27554, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1742816861893, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24183/comp-result_27554', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}]",,fi,m12_test,,,,,m12,null
5176,24230,67edc081-d3bf-4e5d-a695-d28c17294d7a,PKudyqAmMau,1742897495067,1743406902185.0,5:21:30:07,1742897495512.0,FAIL,"{'studyID': 'm12', 'lang': 'fi', 'user': 'm12_100_test', 'uniqueID': 'null'}",23617,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27613, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1742897495101, 'endDate': 1743406902185, 'duration': '5:21:30:07', 'componentState': 'FAIL', 'path': '/study_result_24230/comp-result_27613', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100_test,,,,,m12,null
5204,24280,16f6fd9d-8e1a-44c4-8dc2-0b3a0ad42ebc,PKudyqAmMau,1743073765087,,,1743073766038.0,DATA_RETRIEVED,"{'studyID': 'm12', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23665,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27674, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743073765135, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24280/comp-result_27674', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}]",,fi,m12_100,,,,,m12,null
5229,24341,720204ac-070c-47a8-a708-86b6a9583cb4,PKudyqAmMau,1743268383986,1743268830152.0,00:07:26,1743268384783.0,FAIL,"{'studyID': 'm12', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23726,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27784, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268384077, 'endDate': 1743268830152, 'duration': '00:07:26', 'componentState': 'FAIL', 'path': '/study_result_24341/comp-result_27784', 'data': {'size': 39110, 'sizeHumanReadable': '39.1 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,,,,,m12,null
5230,24342,18d90363-3f04-4edc-a724-7ec1a0b33d81,PKudyqAmMau,1743268386358,1743268860660.0,00:07:54,1743268389715.0,FAIL,"{'trialIndex': '0', 'studyID': 'm12', 'nodeIndex': '1', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23727,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27785, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268386461, 'endDate': 1743268388629, 'duration': '00:00:02', 'componentState': 'RELOADED', 'path': '/study_result_24342/comp-result_27785', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27786, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268388630, 'endDate': 1743268388907, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24342/comp-result_27786', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27787, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268388908, 'endDate': 1743268388962, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24342/comp-result_27787', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27788, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268388963, 'endDate': 1743268860660, 'duration': '00:07:51', 'componentState': 'FAIL', 'path': '/study_result_24342/comp-result_27788', 'data': {'size': 54302, 'sizeHumanReadable': '54.3 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,0,1,,,m12,null
5231,24343,ba86bc3f-5631-4144-8d3a-4bca8d37b1c7,PKudyqAmMau,1743268406007,,,1743268527313.0,DATA_RETRIEVED,"{'trialIndex': '0', 'studyID': 'm12', 'nodeIndex': '2', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23728,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27789, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268406056, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24343/comp-result_27789', 'data': {'size': 62098, 'sizeHumanReadable': '62.1 kB'}, 'files': []}]",,fi,m12_100,0,2,,,m12,null
5232,24344,2c36c2db-b5f4-47df-9717-4fc986233a48,PKudyqAmMau,1743268597299,,,1743268603026.0,DATA_RETRIEVED,"{'trialIndex': '0', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23729,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27790, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268597346, 'endDate': 1743268602115, 'duration': '00:00:04', 'componentState': 'RELOADED', 'path': '/study_result_24344/comp-result_27790', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27791, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268602115, 'endDate': 1743268602325, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24344/comp-result_27791', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27792, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268602326, 'endDate': 1743268602394, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24344/comp-result_27792', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27793, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268602395, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24344/comp-result_27793', 'data': {'size': 43973, 'sizeHumanReadable': '44.0 kB'}, 'files': []}]",,fi,m12_100,0,3,,,m12,null
5233,24345,578bc6aa-03f5-4069-be81-cfcf150eeb46,PKudyqAmMau,1743268623328,,,1743268623986.0,DATA_RETRIEVED,"{'trialIndex': '1', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23730,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27794, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268623375, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24345/comp-result_27794', 'data': {'size': 49745, 'sizeHumanReadable': '49.7 kB'}, 'files': []}]",,fi,m12_100,1,3,,,m12,null
5234,24346,b0d26b22-c1ae-44ec-9d1d-80e031e1f5cf,PKudyqAmMau,1743268644184,,,1743268649660.0,DATA_RETRIEVED,"{'trialIndex': '2', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23731,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27795, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268644244, 'endDate': 1743268648831, 'duration': '00:00:04', 'componentState': 'RELOADED', 'path': '/study_result_24346/comp-result_27795', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27796, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268648831, 'endDate': 1743268648999, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24346/comp-result_27796', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27797, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268649000, 'endDate': 1743268649060, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24346/comp-result_27797', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27798, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268649061, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24346/comp-result_27798', 'data': {'size': 50278, 'sizeHumanReadable': '50.3 kB'}, 'files': []}]",,fi,m12_100,2,3,,,m12,null
5235,24347,6a8a38a9-1955-42ff-8c50-26b0ab01e6ab,PKudyqAmMau,1743268676663,,,1743268682038.0,DATA_RETRIEVED,"{'trialIndex': '3', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23732,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27799, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268676729, 'endDate': 1743268681213, 'duration': '00:00:04', 'componentState': 'RELOADED', 'path': '/study_result_24347/comp-result_27799', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27800, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268681213, 'endDate': 1743268681405, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24347/comp-result_27800', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27801, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268681405, 'endDate': 1743268681459, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24347/comp-result_27801', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27802, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268681459, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24347/comp-result_27802', 'data': {'size': 50485, 'sizeHumanReadable': '50.5 kB'}, 'files': []}]",,fi,m12_100,3,3,,,m12,null
5236,24348,fe3ea3dd-4793-4fec-873b-26765482880f,PKudyqAmMau,1743268701538,,,1743268702264.0,DATA_RETRIEVED,"{'trialIndex': '4', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23733,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27803, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268701590, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24348/comp-result_27803', 'data': {'size': 50249, 'sizeHumanReadable': '50.2 kB'}, 'files': []}]",,fi,m12_100,4,3,,,m12,null
5237,24349,af5a3d26-59dc-4ff0-820a-e2d1f74d29d4,PKudyqAmMau,1743268747101,,,1743268752817.0,DATA_RETRIEVED,"{'trialIndex': '5', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23734,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27804, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268747247, 'endDate': 1743268751730, 'duration': '00:00:04', 'componentState': 'RELOADED', 'path': '/study_result_24349/comp-result_27804', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27805, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268751730, 'endDate': 1743268752067, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24349/comp-result_27805', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27806, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268752067, 'endDate': 1743268752073, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24349/comp-result_27806', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27807, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268752074, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24349/comp-result_27807', 'data': {'size': 50141, 'sizeHumanReadable': '50.1 kB'}, 'files': []}]",,fi,m12_100,5,3,,,m12,null
5238,24350,3eb9561a-f318-4f82-a3e4-ebe3f13b9530,PKudyqAmMau,1743268769463,,,1743268770242.0,DATA_RETRIEVED,"{'trialIndex': '6', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23735,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27808, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268769514, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24350/comp-result_27808', 'data': {'size': 49997, 'sizeHumanReadable': '50.0 kB'}, 'files': []}]",,fi,m12_100,6,3,,,m12,null
5239,24351,864e7916-016f-46ad-8449-2103c644d4d9,PKudyqAmMau,1743268830152,,,1743268835753.0,DATA_RETRIEVED,"{'trialIndex': '7', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23736,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27809, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268830201, 'endDate': 1743268834815, 'duration': '00:00:04', 'componentState': 'RELOADED', 'path': '/study_result_24351/comp-result_27809', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27810, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268834815, 'endDate': 1743268835062, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24351/comp-result_27810', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27811, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268835062, 'endDate': 1743268835079, 'duration': '00:00:00', 'componentState': 'RELOADED', 'path': '/study_result_24351/comp-result_27811', 'data': {'size': 0, 'sizeHumanReadable': '0 B', 'filename': 'data.txt'}, 'files': []}, {'id': 27812, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268835080, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24351/comp-result_27812', 'data': {'size': 50078, 'sizeHumanReadable': '50.1 kB'}, 'files': []}]",,fi,m12_100,7,3,,,m12,null
5240,24352,553f794a-e28a-4efa-96fc-5a292a6bd609,PKudyqAmMau,1743268860660,1743268862587.0,00:00:01,1743268861368.0,FINISHED,"{'trialIndex': '0', 'studyID': 'm12', 'nodeIndex': '4', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",23737,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 27813, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743268860732, 'endDate': 1743268862587, 'duration': '00:00:01', 'componentState': 'FINISHED', 'path': '/study_result_24352/comp-result_27813', 'data': {'size': 39260, 'sizeHumanReadable': '39.3 kB'}, 'files': []}]",,fi,m12_100,0,4,,,m12,null
5412,24638,02b29c1d-603c-4f10-9041-d1908ae6535f,PKudyqAmMau,1743518417922,1743519012855.0,00:09:54,1743518418748.0,FAIL,"{'studyID': 'm12', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24004,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28157, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518418055, 'endDate': 1743519012855, 'duration': '00:09:54', 'componentState': 'FAIL', 'path': '/study_result_24638/comp-result_28157', 'data': {'size': 28765, 'sizeHumanReadable': '28.8 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,,,,,m12,null
5413,24639,a7e1df7e-5ef0-4900-a876-61fcf553626b,PKudyqAmMau,1743518420672,1743519073157.0,00:10:52,1743518421340.0,FAIL,"{'trialIndex': '0', 'studyID': 'm12', 'nodeIndex': '1', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24005,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28158, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518420778, 'endDate': 1743519073157, 'duration': '00:10:52', 'componentState': 'FAIL', 'path': '/study_result_24639/comp-result_28158', 'data': {'size': 38456, 'sizeHumanReadable': '38.5 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,0,1,,,m12,null
5414,24640,b6890bc4-2d95-4b6d-a6f5-9a2ae1eed276,PKudyqAmMau,1743518462131,1743520704351.0,00:37:22,1743518583085.0,FAIL,"{'trialIndex': '0', 'studyID': 'm12', 'nodeIndex': '2', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24006,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28159, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518462208, 'endDate': 1743520704351, 'duration': '00:37:22', 'componentState': 'FAIL', 'path': '/study_result_24640/comp-result_28159', 'data': {'size': 45281, 'sizeHumanReadable': '45.3 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,0,2,,,m12,null
5415,24641,835f5c3c-d812-44c0-81f1-0838fb1bcee4,PKudyqAmMau,1743518672393,1743520772842.0,00:35:00,1743518673237.0,FAIL,"{'trialIndex': '0', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24007,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28160, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518672520, 'endDate': 1743520772842, 'duration': '00:35:00', 'componentState': 'FAIL', 'path': '/study_result_24641/comp-result_28160', 'data': {'size': 32741, 'sizeHumanReadable': '32.7 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,0,3,,,m12,null
5416,24642,6c1cf58d-aceb-4609-9433-6e788eb10e74,PKudyqAmMau,1743518733888,1743521002601.0,00:37:48,1743518734731.0,FAIL,"{'trialIndex': '1', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24008,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28161, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518733980, 'endDate': 1743521002602, 'duration': '00:37:48', 'componentState': 'FAIL', 'path': '/study_result_24642/comp-result_28161', 'data': {'size': 34751, 'sizeHumanReadable': '34.8 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,1,3,,,m12,null
5417,24643,64d98caf-0f35-4e3b-88b0-957a5531ad91,PKudyqAmMau,1743518766544,1744042337040.0,6:01:26:10,1743518767304.0,FAIL,"{'trialIndex': '2', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24009,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28162, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518766631, 'endDate': 1744042337041, 'duration': '6:01:26:10', 'componentState': 'FAIL', 'path': '/study_result_24643/comp-result_28162', 'data': {'size': 35159, 'sizeHumanReadable': '35.2 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,2,3,,,m12,null
5418,24644,16ee27e9-81df-4868-af8f-2412ec80dcf1,PKudyqAmMau,1743518812408,1744042411923.0,6:01:26:39,1743518813143.0,FAIL,"{'trialIndex': '3', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24010,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28163, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518812511, 'endDate': 1744042411923, 'duration': '6:01:26:39', 'componentState': 'FAIL', 'path': '/study_result_24644/comp-result_28163', 'data': {'size': 35599, 'sizeHumanReadable': '35.6 kB'}, 'files': []}]",Closed by JATOS: Too many unfinished studies open in the same browser.,fi,m12_100,3,3,,,m12,null
5419,24645,f8aab576-8e5c-4fd7-a315-68da6aec1b4e,PKudyqAmMau,1743518882973,,,1743518883741.0,DATA_RETRIEVED,"{'trialIndex': '4', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24011,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28164, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518883090, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24645/comp-result_28164', 'data': {'size': 34612, 'sizeHumanReadable': '34.6 kB'}, 'files': []}]",,fi,m12_100,4,3,,,m12,null
5420,24646,197ebbcf-cc26-4fdf-adf9-b156911ab30a,PKudyqAmMau,1743518918500,,,1743518919331.0,DATA_RETRIEVED,"{'trialIndex': '5', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24012,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28165, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518918589, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24646/comp-result_28165', 'data': {'size': 36529, 'sizeHumanReadable': '36.5 kB'}, 'files': []}]",,fi,m12_100,5,3,,,m12,null
5421,24647,55ebb4e1-f282-4a18-9340-c9e5c4c63381,PKudyqAmMau,1743518958360,,,1743518959107.0,DATA_RETRIEVED,"{'trialIndex': '6', 'studyID': 'm12', 'nodeIndex': '3', 'lang': 'fi', 'user': 'm12_100', 'uniqueID': 'null'}",24013,GeneralMultiple,38,b4884081-7db9-4bc2-bf86-005fbb4560c6,Default,,"[{'id': 28166, 'componentId': 48, 'componentUuid': '64b9da7c-08d9-4451-a0e4-983df775a73d', 'startDate': 1743518958448, 'endDate': None, 'duration': None, 'componentState': 'DATA_RETRIEVED', 'path': '/study_result_24647/comp-result_28166', 'data': {'size': 35437, 'sizeHumanReadable': '35.4 kB'}, 'files': []}]",,fi,m12_100,6,3,,,m12,null
