TIME,LABEL
0.155250000,1.2
0.890020833,1.4
1.630854167,2.1
2.408437500,2.2
3.156020833,2.3
3.907916667,2.4
4.680000000,3.1
5.442895833,3.2
6.204000000,3.3
6.985312500,3.4
7.755916667,4.1
8.514291667,4.2
9.245083333,4.3
10.016812500,4.4
10.759041667,5.1
11.544000000,5.2
12.324000000,5.3
13.094375000,5.4
13.875500000,6.1
14.645062500,6.2
15.382479167,6.3
16.148000000,6.4
16.893000000,7.1
17.673645833,7.2
18.380270833,7.3
19.152000000,7.4
19.908000000,8.1
20.672354167,8.2
21.386625000,8.3
22.153187500,8.4
22.910125000,9.1
23.692000000,9.2
24.464000000,9.3
25.148000000,27.4
25.636000000,10.1
26.107645833,10.2
26.546666667,10.3
26.986666667,10.4
27.473125000,11.1
27.901437500,11.2
28.341041667,11.3
28.784020833,11.4
29.258520833,12.1
29.700979167,12.2
30.152458333,12.3
30.596666667,12.4
31.050000000,13.1
31.513333333,13.2
31.953041667,13.3
32.416666667,13.4
32.863333333,14.1
33.310729167,14.2
33.768979167,14.3
34.222625000,14.4
34.709145833,15.1
35.142166667,15.2
35.592416667,15.3
36.073041667,15.4
36.521166667,16.1
36.960000000,16.2
37.420041667,16.3
37.841312500,16.4
38.342708333,17.1
38.784937500,17.2
39.223333333,17.3
39.667729167,17.4
40.150041667,18.1
40.820875000,18.2
41.376708333,18.3
41.976104167,18.4
42.566729167,19.1
43.156625000,19.2
43.776666667,19.3
44.388625000,19.4
45.005416667,20.1
45.582416667,20.2
46.173104167,20.3
46.811708333,20.4
47.400583333,21.1
48.030500000,21.2
48.602687500,21.3
49.215625000,21.4
49.834937500,22.1
50.422416667,22.2
51.025041667,22.3
51.643479167,22.4
52.232354167,23.1
52.848562500,23.2
53.458750000,23.3
54.060583333,23.4
54.648770833,24.1
55.237375000,24.2
55.842770833,24.3
56.430000000,24.4
57.066770833,25.1
57.650208333,25.2
58.268000000,25.3
58.868208333,25.4
59.457145833,26.1
60.092729167,26.2
60.657333333,26.3
61.273333333,26.4
61.900708333,27.1
62.492583333,27.2
