TIME,LABEL
0.128333333,10.3
0.715312500,10.4
1.339229167,11.1
1.933312500,11.2
2.524666667,11.3
3.130666667,11.4
3.716312500,12.1
4.336645833,12.2
4.930416667,12.3
5.533333333,12.4
6.127333333,13.1
6.731312500,13.2
7.327979167,13.3
7.930666667,13.4
8.531750000,14.1
9.119437500,14.2
9.726645833,14.3
10.316708333,14.4
10.936000000,15.1
11.529458333,15.2
12.114937500,15.3
12.744791667,15.4
13.328750000,16.1
13.923833333,16.2
14.521875000,16.3
15.097979167,16.4
15.713979167,17.1
16.301979167,17.2
16.922666667,17.3
17.538645833,17.4
18.140000000,18.1
18.737270833,18.2
19.328333333,18.3
19.926666667,2.3
20.661000000,3.1
21.398666667,3.2
22.157666667,2.3
22.892000000,3.1
23.659041667,2.3
24.393375000,3.1
25.155666667,3.2
25.899666667,2.3
26.667666667,3.3
27.422979167,3.4
28.161000000,4.1
28.908000000,4.2
29.676000000,4.3
30.408000000,4.4
31.174333333,5.1
31.893520833,5.2
32.658541667,5.3
33.397416667,5.4
34.156333333,6.1
34.914666667,6.2
35.669333333,6.3
36.401000000,6.4
37.157000000,7.1
37.885354167,7.2
38.660000000,7.3
39.395791667,7.4
40.162333333,8.1
40.899666667,8.2
41.660333333,8.3
42.388020833,8.4
43.150520833,9.1
43.916000000,9.2
44.637666667,9.3
45.232000000,1.2
45.685708333,1.3
46.136666667,1.4
46.587333333,1.2
47.037666667,1.3
47.490291667,1.2
47.944000000,1.3
48.394958333,1.4
48.843916667,1.2
49.294833333,1.2
49.748541667,1.3
50.199500000,1.4
50.651500000,1.3
51.100500000,1.3
51.551666667,1.2
51.999166667,1.3
52.450166667,1.4
52.894666667,1.2
53.352666667,1.3
53.795687500,1.3
54.248312500,1.2
54.702020833,1.3
55.159500000,1.4
55.601937500,1.2
56.052854167,1.2
56.508666667,1.3
56.957520833,1.4
57.408187500,1.2
57.858520833,1.3
58.309687500,1.2
58.777333333,1.3
59.208333333,2.1
59.668333333,2.2
60.116000000,1.1
60.571145833,1.2
61.005479167,1.3
61.470000000,1.4
61.920000000,2.1
62.370666667,2.2
62.819062500,2.3
