TIME,LABEL
0.129750000,10.3
0.734000000,10.4
1.334000000,11.1
1.934729167,11.2
2.526083333,11.3
3.130000000,11.4
3.728000000,12.1
4.338062500,12.2
4.931833333,12.3
5.509395833,12.4
6.128750000,13.1
6.732729167,13.2
7.329395833,13.3
7.932000000,13.4
8.533166667,14.1
9.120854167,14.2
9.728062500,14.3
10.318125000,14.4
10.934000000,15.1
11.530875000,15.2
12.128000000,15.3
12.730000000,15.4
13.330166667,16.1
13.925250000,16.2
14.523291667,16.3
15.130000000,16.4
15.732000000,17.1
16.328000000,17.2
16.934666667,17.3
17.540062500,17.4
18.140000000,18.1
18.738687500,18.2
19.329750000,18.3
19.933333333,1.2
20.387041667,1.3
20.838000000,1.4
21.290000000,1.3
21.739000000,1.3
22.191625000,1.2
22.645333333,1.3
23.096291667,1.4
23.545250000,1.2
23.996166667,1.2
24.449875000,1.3
24.900833333,1.4
25.352833333,1.3
25.801833333,1.3
26.253000000,1.2
26.700500000,1.3
27.151500000,1.4
27.596000000,1.2
28.054000000,1.3
28.497020833,1.3
28.949645833,1.2
29.403354167,1.3
29.860833333,1.4
30.303270833,1.2
30.754187500,1.2
31.210000000,1.3
31.658854167,1.4
32.110854167,1.3
32.559854167,1.3
33.011020833,1.2
33.478666667,1.3
33.909666667,2.1
34.369666667,2.2
34.826250000,1.2
35.463666667,3.1
36.201333333,3.2
36.960333333,2.3
37.694666667,3.1
38.461708333,2.3
39.196041667,3.1
39.958333333,3.2
40.702333333,2.3
41.470333333,3.3
42.225645833,3.4
42.963666667,4.1
43.712666667,4.2
44.473333333,4.3
45.190208333,4.4
45.977000000,5.1
46.696187500,5.2
47.461208333,5.3
48.200083333,5.4
48.959000000,6.1
49.690312500,6.2
50.445875000,6.3
51.203666667,6.4
51.959666667,7.1
52.688020833,7.2
53.433354167,7.3
54.198458333,7.4
54.965000000,8.1
55.702333333,8.2
56.463000000,8.3
57.222000000,8.4
57.953187500,9.1
58.704000000,9.2
59.440333333,9.3
60.195291667,2.1
60.957229167,2.2
61.685291667,2.3
62.448437500,2.4
