TIME,LABEL
0.114693878,1.1
0.714829932,1.2
1.314761905,1.3
1.914648526,1.4
2.514535147,2.1
3.114829932,2.2
3.714988662,1.2
4.314920635,1.3
4.914807256,1.4
5.514693878,2.1
6.114852608,1.2
6.714784580,1.3
7.314671202,1.4
7.914557823,2.1
8.514716553,1.2
9.114648526,1.3
9.714535147,1.4
10.314421769,2.1
10.914580499,1.2
11.514512472,1.3
12.114399093,1.4
12.714285714,2.1
13.314444444,1.2
13.914376417,1.3
14.514263039,1.4
15.114149660,2.1
15.714308390,1.2
16.314240363,1.3
16.914126984,1.4
17.514013605,2.1
18.114172336,1.2
18.714104308,1.3
19.313990930,1.4
19.913877551,2.1
20.394263039,2.3
20.845510204,4.3
21.296507937,3.2
21.747573696,3.3
22.199727891,3.4
22.649931973,4.2
23.101201814,4.3
23.552199546,3.2
24.003265306,3.3
24.455419501,3.4
24.906689342,4.3
25.357687075,3.2
25.808752834,3.3
26.259569161,3.4
26.710566893,4.3
27.161904762,3.2
27.613469388,3.3
28.064217687,3.4
28.515487528,4.3
28.966485261,3.2
29.417551020,3.3
29.869705215,3.4
30.320975057,4.3
30.771972789,3.2
31.223038549,3.3
31.675192744,3.4
32.126462585,4.3
32.575056689,3.2
33.026530612,3.3
33.480702948,2.3
33.928979592,4.3
34.380113379,3.2
34.831292517,3.3
35.434920635,3.4
36.184036281,5.1
36.933968254,5.2
37.684240363,5.3
38.433560091,5.4
39.184081633,6.1
39.933242630,6.2
40.684285714,6.3
41.433424036,5.1
42.183356009,5.2
42.933628118,5.3
43.682947846,5.4
44.436122449,6.1
45.184761905,6.2
45.934897959,5.1
46.684625850,5.2
47.434013605,5.3
48.183582766,5.4
48.935827664,6.1
49.684807256,3.4
50.435918367,5.1
51.185124717,5.2
51.930317460,5.3
52.685918367,5.4
53.437097506,6.1
54.184489796,6.2
54.933628118,5.1
55.683560091,5.2
56.433832200,5.3
57.183151927,5.4
57.933673469,6.1
58.682834467,6.2
59.431972789,5.1
60.181904762,5.2
60.934376417,5.3
61.683537415,5.4
62.434195011,6.1
