TIME,LABEL
0.000226757,1.1
0.600408163,1.2
1.200453515,1.3
1.800204082,1.4
2.400476190,2.1
3.000816327,2.2
3.601020408,1.2
4.201065760,1.3
4.800816327,1.4
5.401088435,2.1
6.001292517,1.2
6.601337868,1.3
7.201088435,1.4
7.801360544,2.1
8.401700680,2.2
9.001904762,1.2
9.601950113,1.3
10.201700680,1.4
10.801904762,1.2
11.401950113,1.3
12.001700680,1.4
12.601972789,2.1
13.202312925,2.2
13.802517007,1.2
14.402562358,1.3
15.002312925,1.4
15.602585034,2.1
16.202789116,1.2
16.802834467,1.3
17.402585034,1.4
18.002857143,2.1
18.603197279,2.2
19.203401361,1.2
19.803446712,1.3
20.400362812,2.3
20.851746032,2.4
21.302517007,3.3
21.753809524,3.4
22.205102041,4.1
22.656326531,4.2
23.107301587,4.3
23.558344671,4.4
24.009682540,5.1
24.460657596,5.2
24.912857143,3.4
25.363560091,4.1
25.814489796,4.2
26.265464853,4.3
26.716507937,4.4
27.167845805,5.1
27.618820862,5.2
28.070136054,3.4
28.521428571,4.1
28.972653061,4.2
29.423628118,4.3
29.874671202,4.4
30.326009070,5.1
30.776984127,5.2
31.229183673,3.4
31.679886621,4.1
32.130816327,4.2
32.581791383,4.3
33.032834467,4.4
33.484172336,5.1
33.935487528,3.4
34.386780045,4.1
34.838004535,4.2
35.288979592,4.3
36.038095238,5.3
36.787687075,6.3
37.538321995,6.4
38.287732426,7.1
39.037845805,7.2
39.787687075,7.3
40.538435374,7.4
41.288208617,8.1
42.038208617,8.2
42.788866213,6.4
43.538276644,7.1
44.288390023,7.2
45.038231293,7.3
45.788979592,7.4
46.538752834,8.1
47.289410431,6.4
48.038820862,7.1
48.788934240,7.2
49.538775510,7.3
50.289523810,7.4
51.039297052,8.1
51.789954649,6.4
52.539365079,7.1
53.289478458,7.2
54.039319728,7.3
54.790068027,7.4
55.539841270,8.1
56.287777778,6.4
57.038775510,7.1
57.788344671,7.2
58.538571429,7.3
59.288526077,7.4
60.038004535,8.1
60.788049887,8.3
61.537891156,8.4
62.288163265,9.1
