TIME,LABEL
0.200816327,1.1
0.670294785,1.2
1.135600907,1.3
1.545578231,1.4
2.004126984,2.1
2.452244898,2.2
2.904489796,2.3
3.362539683,2.4
3.809523810,3.1
4.277551020,3.2
4.701700680,3.3
5.107346939,3.4
5.602539683,4.1
6.044149660,4.2
6.475419501,4.3
6.942086168,4.4
7.418412698,5.1
7.870997732,5.2
8.309863946,5.3
8.783174603,5.4
9.223628118,6.1
9.679954649,6.2
10.124285714,6.3
10.569795918,6.4
11.025079365,7.1
11.480634921,7.2
11.932698413,7.3
12.369206349,7.4
12.826666667,8.1
13.276077098,8.2
13.750204082,8.3
14.215510204,8.4
14.634376417,12.3
15.152653061,3.4
15.850544218,4.1
16.651791383,4.2
17.398503401,4.3
18.130068027,4.4
18.918004535,5.1
19.680249433,5.2
20.358820862,5.3
21.136825397,5.4
21.894331066,6.1
22.659387755,6.2
23.391405896,6.3
24.107573696,6.4
24.839478458,7.1
25.605691610,7.2
26.340453515,7.3
27.022766440,7.4
27.826326531,8.1
28.608276644,8.2
29.384444444,8.3
30.084557823,8.4
30.922766440,9.1
31.636326531,9.2
32.377981859,9.3
33.132244898,9.4
33.886394558,10.1
34.664126984,10.2
35.360362812,10.3
36.104036281,10.4
36.868276644,11.1
37.618390023,11.2
38.384761905,11.3
39.151020408,11.4
39.880725624,13.1
40.542040816,1.3
41.100476190,10.1
41.732426304,10.2
42.341609977,10.3
42.948956916,10.4
43.502585034,11.1
44.146077098,11.2
44.721632653,11.3
45.305396825,11.4
45.912380952,12.1
46.511746032,12.2
47.155941043,12.3
47.743877551,12.4
48.301133787,13.1
48.954376417,13.2
49.536054422,13.3
50.122131519,13.4
50.732879819,14.1
51.339251701,14.2
51.929274376,14.3
52.538798186,14.4
53.112018141,15.1
53.721541950,15.2
54.331814059,15.3
54.929705215,15.4
55.499319728,16.1
56.108843537,16.2
56.711111111,16.3
57.318458050,16.4
57.904761905,17.1
58.539183673,17.2
59.140929705,17.3
59.691655329,2.2
60.290408163,2.3
60.920226757,2.4
61.530272109,3.1
62.097256236,3.2
