TIME,LABEL
0.136000000,1.1
0.733333333,1.2
1.326020833,1.1
1.917520833,1.2
2.520000000,1.4
3.070437500,2.1
3.700666667,2.2
4.287854167,2.3
4.881333333,2.4
5.497333333,3.1
6.080666667,3.2
6.693791667,3.3
7.269166667,3.4
7.842166667,4.1
8.420041667,4.2
9.033520833,4.3
9.641333333,4.4
10.219333333,5.1
10.826187500,5.2
11.430645833,5.3
12.012000000,5.4
12.604666667,6.1
13.199916667,6.2
13.806000000,6.3
14.383687500,6.4
14.981854167,7.1
15.577416667,7.2
16.165812500,7.3
16.753416667,7.4
17.355479167,8.1
17.962166667,8.2
18.557520833,8.3
19.145729167,8.4
19.726125000,9.1
20.407333333,10.1
21.154000000,10.2
21.900000000,10.3
22.686666667,10.4
23.381250000,11.1
24.125937500,11.2
24.856375000,11.3
25.593041667,11.4
26.339520833,12.1
27.101916667,12.2
27.846666667,12.3
28.590604167,12.4
29.333020833,13.1
30.062250000,13.2
30.826666667,13.3
31.549500000,13.4
32.275416667,14.1
33.013062500,14.2
33.773541667,14.3
34.531312500,14.4
35.241437500,15.1
35.997583333,15.2
36.761770833,15.3
37.493416667,15.4
38.236750000,16.1
38.980500000,16.2
39.704375000,16.3
40.429520833,16.4
41.176770833,17.1
41.965416667,17.2
42.693333333,17.3
43.426666667,17.4
44.145208333,18.1
44.890291667,18.2
45.373333333,19.2
45.817770833,19.3
46.264000000,19.4
46.718375000,20.1
47.152625000,20.2
47.592000000,20.3
48.048000000,20.4
48.514458333,21.1
48.952000000,21.2
49.390750000,21.3
49.842354167,21.4
50.313583333,22.1
50.736000000,22.2
51.176458333,22.3
51.630000000,22.4
52.077000000,23.1
52.508583333,23.2
52.975458333,23.3
53.400000000,23.4
53.877062500,24.1
54.320000000,24.2
54.762416667,24.3
55.214104167,24.4
55.648375000,25.1
56.099000000,25.2
56.543979167,25.3
56.994541667,25.4
57.460187500,26.1
57.897562500,26.2
58.327000000,26.3
58.771104167,26.4
59.216000000,27.1
59.664000000,27.2
60.100875000,27.3
60.552000000,27.4
61.000000000,28.1
61.444666667,28.2
61.888000000,28.3
62.341333333,28.4
62.804583333,29.1
