TIME,LABEL
0.100136054,1.1
0.550068027,1.2
1.001224490,1.3
1.451836735,1.4
1.903265306,2.1
2.354285714,2.2
2.804240363,1.2
3.260634921,1.3
3.709841270,1.4
4.158752834,2.1
4.608707483,1.2
5.059863946,1.3
5.510476190,1.4
5.961904762,2.1
6.412925170,2.2
6.862879819,1.2
7.319274376,1.3
7.768480726,1.4
8.218820862,1.1
8.671564626,1.2
9.118503401,1.3
9.574603175,1.4
10.024943311,2.1
10.476643991,2.2
10.928798186,1.2
11.377913832,1.3
11.830385488,1.4
12.281179138,2.1
12.732108844,1.2
13.182857143,1.3
13.634149660,1.4
14.084489796,2.1
14.538412698,2.2
14.987460317,1.2
15.678095238,2.3
16.429024943,3.2
17.179183673,3.3
17.928888889,4.1
18.678594104,4.2
19.428752834,4.3
20.179705215,3.2
20.929863946,3.3
21.679569161,4.1
22.429274376,4.2
23.180226757,3.2
23.930385488,3.3
24.680090703,4.1
25.429795918,4.2
26.180748299,3.2
26.930907029,3.3
27.680612245,4.1
28.430317460,4.2
29.181269841,3.2
29.931428571,3.3
30.681133787,4.1
31.430839002,4.2
32.181791383,3.2
32.931950113,3.3
33.681655329,4.1
34.431360544,4.2
35.182312925,3.2
35.932471655,3.3
36.682176871,4.1
37.431882086,4.2
38.182834467,3.2
38.930430839,3.3
39.682698413,4.1
40.356281179,4.2
40.952653061,5.1
41.553197279,5.2
42.153741497,5.3
42.753378685,5.4
43.352766440,6.1
43.952448980,6.2
44.552879819,6.3
45.153446712,5.2
45.753990930,5.3
46.353628118,5.4
46.953015873,6.1
47.552698413,6.2
48.153129252,6.3
48.753696145,5.2
49.354240363,5.3
49.953877551,5.4
50.553265306,6.1
51.152947846,6.2
51.753378685,6.3
52.353945578,5.2
52.954489796,5.3
53.554126984,5.4
54.153514739,6.1
54.753197279,6.2
55.353628118,6.3
55.954195011,5.2
56.554739229,5.3
57.154376417,5.4
57.753764172,6.1
58.353446712,6.2
58.953900227,5.1
59.554444444,5.2
60.154988662,5.3
60.754625850,5.4
61.354013605,6.1
61.953696145,6.2
62.554126984,6.3
