TIME,LABEL
0.158666667,1.1
0.896000000,27.4
1.633333333,1.3
2.347979167,1.4
3.124333333,2.1
3.862604167,2.2
4.595229167,2.3
5.361458333,2.4
6.113541667,3.1
6.880020833,3.2
7.626666667,3.3
8.357416667,3.4
9.150104167,4.1
9.853708333,4.2
10.598520833,4.3
11.344375000,4.4
12.139729167,5.1
12.880166667,5.2
13.641416667,5.3
14.367520833,5.4
15.124312500,6.1
15.848458333,6.2
16.640437500,6.3
17.360791667,6.4
18.122312500,7.1
18.848375000,7.2
19.651750000,7.3
20.353270833,7.4
21.102062500,8.1
21.893333333,8.2
22.644291667,8.3
23.381333333,8.4
24.113729167,9.1
24.890666667,9.2
25.523416667,9.3
26.077645833,9.4
26.731187500,10.1
27.277604167,10.2
27.903854167,10.3
28.489041667,10.4
29.115854167,11.1
29.683750000,11.2
30.299166667,11.3
30.899791667,11.4
31.474937500,12.1
32.082687500,12.2
32.680020833,12.3
33.282875000,12.4
33.900625000,13.1
34.491687500,13.2
35.100208333,13.3
35.697916667,13.4
36.297645833,14.1
36.899333333,14.2
37.501333333,14.3
38.108000000,14.4
38.701562500,15.1
39.316666667,15.2
39.866854167,15.3
40.474729167,15.4
41.087937500,16.1
41.675395833,16.2
42.287562500,16.3
42.916166667,16.4
43.493333333,17.1
44.092250000,17.2
44.713895833,17.3
45.224666667,17.4
45.653500000,18.1
46.129125000,18.2
46.552750000,18.3
47.025770833,18.4
47.474666667,19.1
47.906666667,19.2
48.363375000,19.3
48.836395833,19.4
49.261583333,20.1
49.713208333,20.2
50.171562500,20.3
50.605375000,20.4
51.056645833,21.1
51.496270833,21.2
51.980875000,21.3
52.422770833,21.4
52.871229167,22.1
53.338500000,22.2
53.786750000,22.3
54.236979167,22.4
54.656166667,23.1
55.112895833,23.2
55.566479167,23.3
56.033958333,23.4
56.466000000,24.1
56.898666667,24.2
57.386666667,24.3
57.836937500,24.4
58.281729167,25.1
58.720875000,25.2
59.200000000,25.3
59.636833333,25.4
60.094208333,26.1
60.538208333,26.2
60.991729167,26.3
61.425958333,26.4
61.872916667,27.1
62.325333333,27.2
62.777166667,27.3
