TIME,LABEL
0.270294785,1.2
0.908185941,1.4
1.494353741,2.1
2.065668934,2.2
2.651428571,2.3
3.265827664,2.4
3.881541950,3.1
4.482517007,3.2
5.102471655,3.3
5.696598639,3.4
6.288798186,4.1
6.835147392,4.2
7.471179138,4.3
8.041451247,4.4
8.685714286,5.1
9.269841270,5.2
9.859047619,5.3
10.458412698,5.4
11.074557823,6.1
11.653061224,6.2
12.254784580,6.3
12.846984127,6.4
13.451201814,7.1
14.062063492,7.2
14.664376417,7.3
15.235804989,7.4
15.853038549,8.1
16.460997732,8.2
17.060816327,8.3
17.670770975,8.4
18.280634921,9.1
18.854829932,9.2
19.456734694,9.3
20.046258503,9.4
20.505396825,10.1
20.947301587,10.2
21.401564626,10.3
21.844897959,10.4
22.308571429,11.1
22.753015873,11.2
23.206802721,11.3
23.652562358,11.4
24.117165533,12.1
24.572993197,12.2
24.991972789,12.3
25.460680272,12.4
25.903673469,13.1
26.352154195,13.2
26.785464853,13.3
27.237074830,13.4
27.683990930,14.1
28.154920635,14.2
28.602993197,14.3
29.071383220,14.4
29.521269841,15.1
29.930476190,15.2
30.414376417,15.3
30.872380952,15.4
31.354920635,16.1
31.770362812,16.2
32.228775510,16.3
32.675555556,16.4
33.103129252,17.1
33.583219955,17.2
34.036621315,17.3
34.493968254,17.4
34.964897959,18.1
35.646984127,18.2
36.368979592,18.3
37.111269841,18.4
37.918707483,19.1
38.614784580,19.2
39.357755102,19.3
40.101292517,19.4
40.853537415,20.1
41.621768707,20.2
42.377142857,20.3
43.128163265,20.4
43.885714286,21.1
44.621065760,21.2
45.400816327,21.3
46.106712018,21.4
46.870430839,22.1
47.621224490,22.2
48.404897959,22.3
49.136326531,22.4
49.867755102,23.1
50.597823129,23.2
51.382857143,23.3
52.149115646,23.4
52.892607710,24.1
53.622176871,24.2
54.386938776,24.3
55.071428571,24.4
55.875918367,25.1
56.633469388,25.2
57.356190476,25.3
58.136417234,25.4
58.888480726,26.1
59.603968254,26.2
60.375238095,26.3
61.135238095,26.4
61.889977324,27.1
62.643877551,27.2
