TIME,LABEL
0.130952381,1.1
0.880816327,1.2
1.631133787,1.3
2.380770975,1.4
3.130839002,2.1
3.881609977,2.2
4.631065760,2.4
5.382063492,3.1
6.131428571,3.2
6.881315193,1.2
7.631632653,1.3
8.381269841,1.4
9.131337868,2.1
9.882108844,2.2
10.631564626,2.4
11.382562358,3.1
12.131927438,3.2
12.881814059,1.2
13.632131519,1.3
14.381768707,1.4
15.131836735,2.1
15.882607710,2.2
16.632063492,2.4
17.383061224,3.1
18.132426304,3.2
18.882312925,1.2
19.632630385,1.3
20.382267574,1.4
21.132335601,2.1
21.883106576,2.2
22.632562358,2.4
23.383560091,3.1
24.132925170,3.2
24.882811791,1.2
25.509659864,3.4
26.109523810,4.1
26.709637188,4.2
27.309795918,4.3
27.909569161,4.4
28.509569161,5.1
29.109931973,5.2
29.709614512,3.4
30.309478458,4.1
30.909591837,4.2
31.509750567,4.3
32.109523810,4.4
32.709523810,5.1
33.309886621,5.2
33.909773243,4.1
34.509886621,4.2
35.110045351,4.3
35.709818594,4.4
36.309818594,5.1
36.910181406,5.2
37.510068027,4.1
38.110181406,4.2
38.710340136,4.3
39.310113379,4.4
39.910113379,5.1
40.510476190,5.2
41.110362812,4.1
41.710476190,4.2
42.310634921,4.3
42.910408163,4.4
43.510408163,5.1
44.110770975,5.2
44.710657596,4.1
45.234149660,5.4
45.684897959,6.2
46.136326531,6.3
46.587755102,6.4
47.038707483,7.1
47.488934240,7.2
47.940748299,7.3
48.392018141,7.4
48.843129252,8.1
49.294421769,8.2
49.745192744,6.2
50.196621315,6.3
50.648049887,6.4
51.099002268,7.1
51.549229025,7.2
52.001043084,7.3
52.452312925,7.4
52.903424036,8.1
53.354716553,8.2
53.805487528,6.2
54.256916100,6.3
54.708344671,6.4
55.159297052,7.1
55.609523810,7.2
56.061337868,7.3
56.512607710,7.4
56.963718821,8.1
57.415011338,8.2
57.865782313,6.2
58.317210884,6.3
58.768639456,6.4
59.219591837,7.1
59.669818594,7.2
60.121632653,7.3
60.572902494,7.4
61.024013605,8.1
61.475306122,8.2
61.926077098,6.2
62.377505669,6.3
62.828934240,6.4
