TIME,LABEL
0.114000000,1.1
0.720000000,1.2
1.305000000,1.3
1.899333333,1.4
2.496000000,2.1
3.093000000,2.2
3.684166667,2.3
4.299604167,2.4
4.917083333,3.1
5.504000000,3.2
6.101333333,3.3
6.698666667,3.4
7.286250000,4.1
7.883437500,4.2
8.482333333,4.3
9.068645833,4.4
9.685333333,5.1
10.326875000,5.2
10.891916667,5.3
11.504833333,5.4
12.096000000,6.1
12.713625000,6.2
13.296541667,6.3
13.898666667,6.4
14.511854167,7.1
15.094104167,7.2
15.720000000,7.3
16.316541667,7.4
16.919916667,8.1
17.505250000,8.2
18.118437500,8.3
18.716333333,8.4
19.305145833,9.1
19.909541667,9.2
20.632083333,9.3
21.388291667,9.4
22.128000000,10.1
22.913625000,10.2
23.630812500,10.3
24.383541667,10.4
25.140000000,11.1
25.892000000,11.2
26.646937500,11.3
27.413895833,11.4
28.140833333,12.1
28.902770833,12.2
29.640000000,12.3
30.396000000,27.3
31.119875000,12.4
31.872000000,13.1
32.623250000,13.2
33.373958333,13.3
34.132833333,13.4
34.899562500,14.1
35.619000000,14.2
36.393416667,14.3
37.131937500,14.4
37.891854167,15.1
38.628145833,15.2
39.363458333,15.3
40.129500000,15.4
40.890520833,16.1
41.622625000,16.2
42.370125000,16.3
43.146895833,16.4
43.881812500,17.1
44.621770833,17.2
45.204000000,17.3
45.689812500,17.4
46.141083333,18.1
46.563916667,18.2
47.006333333,18.3
47.449104167,18.4
47.914666667,19.1
48.384000000,19.2
48.837333333,19.3
49.269333333,19.4
49.732270833,20.1
50.198270833,20.2
50.625020833,20.3
51.077333333,20.4
51.530229167,21.1
51.984458333,21.2
52.446104167,21.3
52.881145833,21.4
53.358750000,22.1
53.805791667,22.2
54.231562500,22.3
54.682187500,22.4
55.113125000,23.1
55.588708333,23.2
56.040083333,23.3
56.484145833,23.4
56.916520833,24.1
57.388583333,24.2
57.825437500,24.3
58.304000000,24.4
58.747208333,25.1
59.207875000,25.2
59.681312500,25.3
60.129687500,25.4
60.554937500,26.1
61.021458333,26.2
61.464916667,26.3
61.922270833,26.4
62.384083333,27.1
