TIME,LABEL
0.000204082,1.1
0.750680272,1.2
1.500816327,1.3
2.250249433,1.4
3.000430839,2.1
3.750612245,2.3
4.500680272,2.4
5.250612245,3.1
6.000702948,3.2
6.750975057,3.3
7.501473923,1.2
8.251609977,1.3
9.001043084,1.4
9.751224490,2.1
10.501405896,2.3
11.251473923,2.4
12.001405896,3.1
12.751496599,3.2
13.501995465,1.2
14.252131519,1.3
15.001564626,1.4
15.751746032,2.1
16.501927438,2.3
17.251995465,2.4
18.001927438,3.1
18.752018141,3.2
19.502517007,1.2
20.252653061,1.3
21.002086168,1.4
21.752267574,2.1
22.502448980,2.3
23.252517007,2.4
24.002448980,3.1
24.751360544,3.2
25.500589569,1.2
26.101587302,3.4
26.700408163,4.2
27.300317460,4.3
27.900498866,4.4
28.501224490,5.1
29.100385488,5.2
29.700589569,5.3
30.300816327,5.4
30.900997732,6.1
31.500521542,6.2
32.100453515,4.3
32.700634921,4.4
33.301360544,5.1
33.900521542,5.2
34.500725624,5.3
35.100952381,5.4
35.701133787,6.1
36.301065760,4.3
36.901247166,4.4
37.501972789,5.1
38.101133787,5.2
38.701337868,5.3
39.301564626,5.4
39.901746032,6.1
40.501678005,4.3
41.101859410,4.4
41.702585034,5.1
42.301746032,5.2
42.901950113,5.3
43.502176871,5.4
44.100612245,6.1
44.702290249,4.3
45.300907029,4.4
45.751496599,5.1
46.202675737,6.3
46.653968254,6.4
47.105306122,7.1
47.555827664,7.2
48.007437642,7.3
48.458344671,7.4
48.909478458,8.1
49.360612245,8.2
49.811814059,6.3
50.263106576,6.4
50.714444444,7.1
51.164965986,7.2
51.616575964,7.3
52.067482993,7.4
52.518616780,8.1
52.969818594,6.3
53.421111111,6.4
53.872448980,7.1
54.322970522,7.2
54.774580499,7.3
55.225487528,7.4
55.676621315,8.1
56.127823129,6.3
56.579115646,6.4
57.030453515,7.1
57.480975057,7.2
57.932585034,7.3
58.383492063,7.4
58.834625850,8.1
59.285827664,6.3
59.737120181,6.4
60.188458050,7.1
60.638979592,7.2
61.090589569,7.3
61.541496599,7.4
61.992630385,8.1
62.444081633,8.4
